FirstName,LastName,Company,Email,Phone,LeadSource,Status
First24390,Last24390,Company_24390,user24390@example.com,555-926-7444,Partner,Open - Not Contacted
First24391,Last24391,Company_24391,user24391@example.com,555-283-1001,Partner,Closed - Converted
First24392,Last24392,Company_24392,user24392@example.com,555-270-6801,Referral,Working - Contacted
First24393,Last24393,Company_24393,user24393@example.com,555-086-9626,Partner,Closed - Converted
First24394,Last24394,Company_24394,user24394@example.com,555-652-7438,Referral,Open - Not Contacted
First24395,Last24395,Company_24395,user24395@example.com,555-962-0949,Partner,Working - Contacted
First24396,Last24396,Company_24396,user24396@example.com,555-986-6491,Partner,Closed - Converted
First24397,Last24397,Company_24397,user24397@example.com,555-174-1203,Web,Closed - Converted
First24398,Last24398,Company_24398,user24398@example.com,555-504-7262,Referral,Closed - Converted
First24399,Last24399,Company_24399,user24399@example.com,555-084-9363,Web,Working - Contacted
First24400,Last24400,Company_24400,user24400@example.com,555-928-0726,Web,Working - Contacted
First24401,Last24401,Company_24401,user24401@example.com,555-672-3170,Web,Open - Not Contacted
First24402,Last24402,Company_24402,user24402@example.com,555-508-0116,Referral,Open - Not Contacted
First24403,Last24403,Company_24403,user24403@example.com,555-597-9611,Partner,Working - Contacted
First24404,Last24404,Company_24404,user24404@example.com,555-963-1095,Web,Working - Contacted
First24405,Last24405,Company_24405,user24405@example.com,555-939-6964,Web,Open - Not Contacted
First24406,Last24406,Company_24406,user24406@example.com,555-656-7656,Web,Closed - Converted
First24407,Last24407,Company_24407,user24407@example.com,555-791-7994,Partner,Open - Not Contacted
First24408,Last24408,Company_24408,user24408@example.com,555-278-3807,Partner,Open - Not Contacted
First24409,Last24409,Company_24409,user24409@example.com,555-948-4084,Web,Open - Not Contacted
First24410,Last24410,Company_24410,user24410@example.com,555-711-6561,Referral,Closed - Converted
First24411,Last24411,Company_24411,user24411@example.com,555-434-4668,Web,Open - Not Contacted
First24412,Last24412,Company_24412,user24412@example.com,555-806-4872,Referral,Working - Contacted
First24413,Last24413,Company_24413,user24413@example.com,555-837-5621,Web,Closed - Converted
First24414,Last24414,Company_24414,user24414@example.com,555-843-3735,Referral,Closed - Converted
First24415,Last24415,Company_24415,user24415@example.com,555-304-1112,Referral,Working - Contacted
First24416,Last24416,Company_24416,user24416@example.com,555-674-9361,Web,Open - Not Contacted
First24417,Last24417,Company_24417,user24417@example.com,555-444-8949,Partner,Working - Contacted
First24418,Last24418,Company_24418,user24418@example.com,555-348-4589,Referral,Working - Contacted
First24419,Last24419,Company_24419,user24419@example.com,555-090-2220,Web,Open - Not Contacted
First24420,Last24420,Company_24420,user24420@example.com,555-463-7360,Web,Open - Not Contacted
First24421,Last24421,Company_24421,user24421@example.com,555-209-2151,Partner,Working - Contacted
First24422,Last24422,Company_24422,user24422@example.com,555-548-7376,Partner,Open - Not Contacted
First24423,Last24423,Company_24423,user24423@example.com,555-361-9977,Partner,Closed - Converted
First24424,Last24424,Company_24424,user24424@example.com,555-667-1409,Web,Working - Contacted
First24425,Last24425,Company_24425,user24425@example.com,555-815-8876,Referral,Working - Contacted
First24426,Last24426,Company_24426,user24426@example.com,555-018-2966,Referral,Open - Not Contacted
First24427,Last24427,Company_24427,user24427@example.com,555-734-1584,Partner,Open - Not Contacted
First24428,Last24428,Company_24428,user24428@example.com,555-172-0390,Referral,Closed - Converted
First24429,Last24429,Company_24429,user24429@example.com,555-763-9370,Partner,Closed - Converted
First24430,Last24430,Company_24430,user24430@example.com,555-058-8618,Web,Open - Not Contacted
First24431,Last24431,Company_24431,user24431@example.com,555-002-2984,Partner,Working - Contacted
First24432,Last24432,Company_24432,user24432@example.com,555-473-2323,Referral,Open - Not Contacted
First24433,Last24433,Company_24433,user24433@example.com,555-363-9591,Web,Closed - Converted
First24434,Last24434,Company_24434,user24434@example.com,555-395-8954,Web,Closed - Converted
First24435,Last24435,Company_24435,user24435@example.com,555-161-3720,Web,Closed - Converted
First24436,Last24436,Company_24436,user24436@example.com,555-396-0526,Partner,Working - Contacted
First24437,Last24437,Company_24437,user24437@example.com,555-650-5903,Partner,Open - Not Contacted
First24438,Last24438,Company_24438,user24438@example.com,555-903-6837,Referral,Working - Contacted
First24439,Last24439,Company_24439,user24439@example.com,555-666-5255,Referral,Closed - Converted
First24440,Last24440,Company_24440,user24440@example.com,555-038-8962,Web,Open - Not Contacted
First24441,Last24441,Company_24441,user24441@example.com,555-952-2223,Partner,Open - Not Contacted
First24442,Last24442,Company_24442,user24442@example.com,555-281-9742,Partner,Open - Not Contacted
First24443,Last24443,Company_24443,user24443@example.com,555-698-1392,Web,Open - Not Contacted
First24444,Last24444,Company_24444,user24444@example.com,555-546-0520,Referral,Closed - Converted
First24445,Last24445,Company_24445,user24445@example.com,555-659-3038,Partner,Open - Not Contacted
First24446,Last24446,Company_24446,user24446@example.com,555-882-0764,Web,Closed - Converted
First24447,Last24447,Company_24447,user24447@example.com,555-330-8849,Partner,Closed - Converted
First24448,Last24448,Company_24448,user24448@example.com,555-113-4370,Partner,Closed - Converted
First24449,Last24449,Company_24449,user24449@example.com,555-627-3707,Referral,Open - Not Contacted
First24450,Last24450,Company_24450,user24450@example.com,555-107-8653,Referral,Working - Contacted
First24451,Last24451,Company_24451,user24451@example.com,555-521-0329,Web,Working - Contacted
First24452,Last24452,Company_24452,user24452@example.com,555-118-9296,Web,Working - Contacted
First24453,Last24453,Company_24453,user24453@example.com,555-332-5510,Referral,Closed - Converted
First24454,Last24454,Company_24454,user24454@example.com,555-192-8019,Partner,Open - Not Contacted
First24455,Last24455,Company_24455,user24455@example.com,555-869-7346,Web,Working - Contacted
First24456,Last24456,Company_24456,user24456@example.com,555-821-5526,Web,Closed - Converted
First24457,Last24457,Company_24457,user24457@example.com,555-230-8660,Partner,Closed - Converted
First24458,Last24458,Company_24458,user24458@example.com,555-638-2268,Partner,Working - Contacted
First24459,Last24459,Company_24459,user24459@example.com,555-277-6673,Referral,Closed - Converted
First24460,Last24460,Company_24460,user24460@example.com,555-816-4855,Web,Closed - Converted
First24461,Last24461,Company_24461,user24461@example.com,555-766-7772,Partner,Closed - Converted
First24462,Last24462,Company_24462,user24462@example.com,555-268-9782,Partner,Open - Not Contacted
First24463,Last24463,Company_24463,user24463@example.com,555-334-2604,Web,Closed - Converted
First24464,Last24464,Company_24464,user24464@example.com,555-745-0844,Referral,Open - Not Contacted
First24465,Last24465,Company_24465,user24465@example.com,555-798-7700,Referral,Closed - Converted
First24466,Last24466,Company_24466,user24466@example.com,555-687-8704,Web,Working - Contacted
First24467,Last24467,Company_24467,user24467@example.com,555-468-8380,Partner,Working - Contacted
First24468,Last24468,Company_24468,user24468@example.com,555-726-3659,Partner,Working - Contacted
First24469,Last24469,Company_24469,user24469@example.com,555-460-0293,Referral,Open - Not Contacted
First24470,Last24470,Company_24470,user24470@example.com,555-308-6285,Web,Closed - Converted
First24471,Last24471,Company_24471,user24471@example.com,555-002-9507,Web,Closed - Converted
First24472,Last24472,Company_24472,user24472@example.com,555-682-5484,Partner,Working - Contacted
First24473,Last24473,Company_24473,user24473@example.com,555-012-9751,Partner,Closed - Converted
First24474,Last24474,Company_24474,user24474@example.com,555-337-6690,Referral,Closed - Converted
First24475,Last24475,Company_24475,user24475@example.com,555-731-9340,Referral,Working - Contacted
First24476,Last24476,Company_24476,user24476@example.com,555-350-5424,Web,Working - Contacted
First24477,Last24477,Company_24477,user24477@example.com,555-616-9076,Referral,Open - Not Contacted
First24478,Last24478,Company_24478,user24478@example.com,555-711-9778,Partner,Open - Not Contacted
First24479,Last24479,Company_24479,user24479@example.com,555-566-0286,Web,Closed - Converted
First24480,Last24480,Company_24480,user24480@example.com,555-446-1943,Web,Open - Not Contacted
First24481,Last24481,Company_24481,user24481@example.com,555-287-3372,Referral,Working - Contacted
First24482,Last24482,Company_24482,user24482@example.com,555-585-0418,Partner,Closed - Converted
First24483,Last24483,Company_24483,user24483@example.com,555-221-9366,Referral,Closed - Converted
First24484,Last24484,Company_24484,user24484@example.com,555-388-5832,Partner,Open - Not Contacted
First24485,Last24485,Company_24485,user24485@example.com,555-061-9493,Web,Open - Not Contacted
First24486,Last24486,Company_24486,user24486@example.com,555-222-8727,Referral,Open - Not Contacted
First24487,Last24487,Company_24487,user24487@example.com,555-437-7599,Web,Working - Contacted
First24488,Last24488,Company_24488,user24488@example.com,555-320-2171,Referral,Closed - Converted
First24489,Last24489,Company_24489,user24489@example.com,555-863-4208,Web,Closed - Converted
First24490,Last24490,Company_24490,user24490@example.com,555-975-5359,Referral,Open - Not Contacted
First24491,Last24491,Company_24491,user24491@example.com,555-371-1376,Referral,Working - Contacted
First24492,Last24492,Company_24492,user24492@example.com,555-661-0633,Web,Closed - Converted
First24493,Last24493,Company_24493,user24493@example.com,555-179-6747,Referral,Open - Not Contacted
First24494,Last24494,Company_24494,user24494@example.com,555-336-8539,Web,Working - Contacted
First24495,Last24495,Company_24495,user24495@example.com,555-170-6588,Referral,Open - Not Contacted
First24496,Last24496,Company_24496,user24496@example.com,555-280-2336,Partner,Open - Not Contacted
First24497,Last24497,Company_24497,user24497@example.com,555-004-9263,Web,Closed - Converted
First24498,Last24498,Company_24498,user24498@example.com,555-494-8880,Partner,Working - Contacted
First24499,Last24499,Company_24499,user24499@example.com,555-749-6946,Web,Working - Contacted
First24500,Last24500,Company_24500,user24500@example.com,555-480-9086,Partner,Working - Contacted
First24501,Last24501,Company_24501,user24501@example.com,555-799-8260,Web,Open - Not Contacted
First24502,Last24502,Company_24502,user24502@example.com,555-159-0116,Web,Open - Not Contacted
First24503,Last24503,Company_24503,user24503@example.com,555-264-6396,Partner,Working - Contacted
First24504,Last24504,Company_24504,user24504@example.com,555-524-9683,Web,Closed - Converted
First24505,Last24505,Company_24505,user24505@example.com,555-118-3974,Partner,Closed - Converted
First24506,Last24506,Company_24506,user24506@example.com,555-682-6928,Web,Working - Contacted
First24507,Last24507,Company_24507,user24507@example.com,555-374-4107,Partner,Working - Contacted
First24508,Last24508,Company_24508,user24508@example.com,555-854-0753,Referral,Open - Not Contacted
First24509,Last24509,Company_24509,user24509@example.com,555-765-4705,Partner,Open - Not Contacted
First24510,Last24510,Company_24510,user24510@example.com,555-155-2464,Partner,Working - Contacted
First24511,Last24511,Company_24511,user24511@example.com,555-185-0542,Web,Working - Contacted
First24512,Last24512,Company_24512,user24512@example.com,555-109-3928,Referral,Open - Not Contacted
First24513,Last24513,Company_24513,user24513@example.com,555-066-8339,Referral,Open - Not Contacted
First24514,Last24514,Company_24514,user24514@example.com,555-639-3502,Referral,Open - Not Contacted
First24515,Last24515,Company_24515,user24515@example.com,555-437-0404,Web,Closed - Converted
First24516,Last24516,Company_24516,user24516@example.com,555-545-5919,Referral,Closed - Converted
First24517,Last24517,Company_24517,user24517@example.com,555-726-7921,Partner,Working - Contacted
First24518,Last24518,Company_24518,user24518@example.com,555-932-2519,Partner,Closed - Converted
First24519,Last24519,Company_24519,user24519@example.com,555-655-8787,Partner,Closed - Converted
First24520,Last24520,Company_24520,user24520@example.com,555-470-6136,Partner,Closed - Converted
First24521,Last24521,Company_24521,user24521@example.com,555-951-2937,Partner,Closed - Converted
First24522,Last24522,Company_24522,user24522@example.com,555-923-1210,Partner,Closed - Converted
First24523,Last24523,Company_24523,user24523@example.com,555-823-4315,Partner,Closed - Converted
First24524,Last24524,Company_24524,user24524@example.com,555-045-2041,Referral,Open - Not Contacted
First24525,Last24525,Company_24525,user24525@example.com,555-275-0082,Referral,Open - Not Contacted
First24526,Last24526,Company_24526,user24526@example.com,555-862-7926,Partner,Closed - Converted
First24527,Last24527,Company_24527,user24527@example.com,555-223-9529,Web,Working - Contacted
First24528,Last24528,Company_24528,user24528@example.com,555-543-4227,Web,Open - Not Contacted
First24529,Last24529,Company_24529,user24529@example.com,555-166-3801,Web,Working - Contacted
First24530,Last24530,Company_24530,user24530@example.com,555-511-1774,Web,Working - Contacted
First24531,Last24531,Company_24531,user24531@example.com,555-836-0415,Partner,Open - Not Contacted
First24532,Last24532,Company_24532,user24532@example.com,555-981-1068,Web,Open - Not Contacted
First24533,Last24533,Company_24533,user24533@example.com,555-471-3609,Partner,Open - Not Contacted
First24534,Last24534,Company_24534,user24534@example.com,555-447-4833,Partner,Open - Not Contacted
First24535,Last24535,Company_24535,user24535@example.com,555-749-7827,Web,Closed - Converted
First24536,Last24536,Company_24536,user24536@example.com,555-555-1329,Referral,Open - Not Contacted
First24537,Last24537,Company_24537,user24537@example.com,555-951-6824,Partner,Closed - Converted
First24538,Last24538,Company_24538,user24538@example.com,555-776-4117,Web,Working - Contacted
First24539,Last24539,Company_24539,user24539@example.com,555-377-5484,Referral,Working - Contacted
First24540,Last24540,Company_24540,user24540@example.com,555-583-6787,Web,Closed - Converted
First24541,Last24541,Company_24541,user24541@example.com,555-477-2457,Partner,Closed - Converted
First24542,Last24542,Company_24542,user24542@example.com,555-266-1096,Partner,Working - Contacted
First24543,Last24543,Company_24543,user24543@example.com,555-303-5838,Web,Working - Contacted
First24544,Last24544,Company_24544,user24544@example.com,555-974-5085,Partner,Open - Not Contacted
First24545,Last24545,Company_24545,user24545@example.com,555-050-4817,Partner,Working - Contacted
First24546,Last24546,Company_24546,user24546@example.com,555-265-8737,Web,Closed - Converted
First24547,Last24547,Company_24547,user24547@example.com,555-736-2936,Referral,Working - Contacted
First24548,Last24548,Company_24548,user24548@example.com,555-528-3812,Web,Working - Contacted
First24549,Last24549,Company_24549,user24549@example.com,555-086-2247,Partner,Working - Contacted
First24550,Last24550,Company_24550,user24550@example.com,555-273-7981,Partner,Open - Not Contacted
First24551,Last24551,Company_24551,user24551@example.com,555-450-5759,Web,Closed - Converted
First24552,Last24552,Company_24552,user24552@example.com,555-360-5677,Partner,Closed - Converted
First24553,Last24553,Company_24553,user24553@example.com,555-797-4798,Referral,Working - Contacted
First24554,Last24554,Company_24554,user24554@example.com,555-980-8981,Partner,Open - Not Contacted
First24555,Last24555,Company_24555,user24555@example.com,555-059-9389,Partner,Closed - Converted
First24556,Last24556,Company_24556,user24556@example.com,555-751-9386,Web,Closed - Converted
First24557,Last24557,Company_24557,user24557@example.com,555-141-0280,Referral,Closed - Converted
First24558,Last24558,Company_24558,user24558@example.com,555-299-0180,Partner,Closed - Converted
First24559,Last24559,Company_24559,user24559@example.com,555-669-0292,Web,Open - Not Contacted
First24560,Last24560,Company_24560,user24560@example.com,555-226-1549,Referral,Open - Not Contacted
First24561,Last24561,Company_24561,user24561@example.com,555-749-7810,Web,Closed - Converted
First24562,Last24562,Company_24562,user24562@example.com,555-868-9848,Referral,Closed - Converted
First24563,Last24563,Company_24563,user24563@example.com,555-937-3326,Referral,Closed - Converted
First24564,Last24564,Company_24564,user24564@example.com,555-681-0137,Web,Working - Contacted
First24565,Last24565,Company_24565,user24565@example.com,555-070-2411,Web,Open - Not Contacted
First24566,Last24566,Company_24566,user24566@example.com,555-827-7600,Partner,Open - Not Contacted
First24567,Last24567,Company_24567,user24567@example.com,555-441-2313,Partner,Open - Not Contacted
First24568,Last24568,Company_24568,user24568@example.com,555-297-3952,Partner,Open - Not Contacted
First24569,Last24569,Company_24569,user24569@example.com,555-660-8023,Web,Working - Contacted
First24570,Last24570,Company_24570,user24570@example.com,555-540-1027,Partner,Working - Contacted
First24571,Last24571,Company_24571,user24571@example.com,555-057-7367,Referral,Closed - Converted
First24572,Last24572,Company_24572,user24572@example.com,555-069-3686,Web,Open - Not Contacted
First24573,Last24573,Company_24573,user24573@example.com,555-909-9542,Referral,Open - Not Contacted
First24574,Last24574,Company_24574,user24574@example.com,555-346-5058,Web,Closed - Converted
First24575,Last24575,Company_24575,user24575@example.com,555-480-6018,Web,Working - Contacted
First24576,Last24576,Company_24576,user24576@example.com,555-763-8613,Partner,Working - Contacted
First24577,Last24577,Company_24577,user24577@example.com,555-671-1913,Partner,Closed - Converted
First24578,Last24578,Company_24578,user24578@example.com,555-421-7915,Referral,Closed - Converted
First24579,Last24579,Company_24579,user24579@example.com,555-890-9512,Referral,Working - Contacted
First24580,Last24580,Company_24580,user24580@example.com,555-276-7173,Partner,Open - Not Contacted
First24581,Last24581,Company_24581,user24581@example.com,555-696-2702,Partner,Open - Not Contacted
First24582,Last24582,Company_24582,user24582@example.com,555-328-6870,Referral,Working - Contacted
First24583,Last24583,Company_24583,user24583@example.com,555-664-4154,Referral,Working - Contacted
First24584,Last24584,Company_24584,user24584@example.com,555-839-5877,Web,Closed - Converted
First24585,Last24585,Company_24585,user24585@example.com,555-422-5734,Referral,Open - Not Contacted
First24586,Last24586,Company_24586,user24586@example.com,555-525-2203,Web,Closed - Converted
First24587,Last24587,Company_24587,user24587@example.com,555-755-2707,Partner,Open - Not Contacted
First24588,Last24588,Company_24588,user24588@example.com,555-679-5293,Web,Working - Contacted
First24589,Last24589,Company_24589,user24589@example.com,555-417-5008,Web,Closed - Converted
First24590,Last24590,Company_24590,user24590@example.com,555-648-1846,Referral,Closed - Converted
First24591,Last24591,Company_24591,user24591@example.com,555-058-3735,Web,Open - Not Contacted
First24592,Last24592,Company_24592,user24592@example.com,555-943-8981,Web,Working - Contacted
First24593,Last24593,Company_24593,user24593@example.com,555-109-7085,Partner,Closed - Converted
First24594,Last24594,Company_24594,user24594@example.com,555-473-9132,Partner,Closed - Converted
First24595,Last24595,Company_24595,user24595@example.com,555-333-2690,Web,Open - Not Contacted
First24596,Last24596,Company_24596,user24596@example.com,555-506-2418,Referral,Closed - Converted
First24597,Last24597,Company_24597,user24597@example.com,555-451-3404,Referral,Working - Contacted
First24598,Last24598,Company_24598,user24598@example.com,555-647-3753,Partner,Open - Not Contacted
First24599,Last24599,Company_24599,user24599@example.com,555-707-2162,Referral,Working - Contacted
First24600,Last24600,Company_24600,user24600@example.com,555-520-9596,Referral,Open - Not Contacted
First24601,Last24601,Company_24601,user24601@example.com,555-434-6450,Referral,Open - Not Contacted
First24602,Last24602,Company_24602,user24602@example.com,555-907-1403,Referral,Closed - Converted
First24603,Last24603,Company_24603,user24603@example.com,555-393-3193,Partner,Working - Contacted
First24604,Last24604,Company_24604,user24604@example.com,555-589-6836,Web,Working - Contacted
First24605,Last24605,Company_24605,user24605@example.com,555-704-3747,Web,Closed - Converted
First24606,Last24606,Company_24606,user24606@example.com,555-846-3227,Referral,Working - Contacted
First24607,Last24607,Company_24607,user24607@example.com,555-869-8187,Partner,Closed - Converted
First24608,Last24608,Company_24608,user24608@example.com,555-007-2488,Web,Open - Not Contacted
First24609,Last24609,Company_24609,user24609@example.com,555-767-7594,Partner,Working - Contacted
First24610,Last24610,Company_24610,user24610@example.com,555-526-7454,Referral,Working - Contacted
First24611,Last24611,Company_24611,user24611@example.com,555-440-8358,Web,Closed - Converted
First24612,Last24612,Company_24612,user24612@example.com,555-550-1268,Partner,Open - Not Contacted
First24613,Last24613,Company_24613,user24613@example.com,555-542-1852,Partner,Closed - Converted
First24614,Last24614,Company_24614,user24614@example.com,555-371-3234,Referral,Working - Contacted
First24615,Last24615,Company_24615,user24615@example.com,555-202-8384,Web,Open - Not Contacted
First24616,Last24616,Company_24616,user24616@example.com,555-515-6132,Partner,Open - Not Contacted
First24617,Last24617,Company_24617,user24617@example.com,555-110-5463,Partner,Working - Contacted
First24618,Last24618,Company_24618,user24618@example.com,555-750-6614,Web,Working - Contacted
First24619,Last24619,Company_24619,user24619@example.com,555-261-7539,Web,Open - Not Contacted
First24620,Last24620,Company_24620,user24620@example.com,555-328-3301,Referral,Working - Contacted
First24621,Last24621,Company_24621,user24621@example.com,555-671-1853,Web,Open - Not Contacted
First24622,Last24622,Company_24622,user24622@example.com,555-796-5323,Partner,Closed - Converted
First24623,Last24623,Company_24623,user24623@example.com,555-234-1454,Referral,Closed - Converted
First24624,Last24624,Company_24624,user24624@example.com,555-675-3485,Web,Open - Not Contacted
First24625,Last24625,Company_24625,user24625@example.com,555-435-1459,Partner,Open - Not Contacted
First24626,Last24626,Company_24626,user24626@example.com,555-074-0582,Referral,Closed - Converted
First24627,Last24627,Company_24627,user24627@example.com,555-732-0301,Web,Closed - Converted
First24628,Last24628,Company_24628,user24628@example.com,555-850-1542,Web,Working - Contacted
First24629,Last24629,Company_24629,user24629@example.com,555-094-7566,Web,Open - Not Contacted
First24630,Last24630,Company_24630,user24630@example.com,555-392-5847,Web,Closed - Converted
First24631,Last24631,Company_24631,user24631@example.com,555-815-0097,Partner,Open - Not Contacted
First24632,Last24632,Company_24632,user24632@example.com,555-787-6558,Referral,Working - Contacted
First24633,Last24633,Company_24633,user24633@example.com,555-343-1855,Web,Open - Not Contacted
First24634,Last24634,Company_24634,user24634@example.com,555-453-7529,Referral,Open - Not Contacted
First24635,Last24635,Company_24635,user24635@example.com,555-169-5475,Partner,Closed - Converted
First24636,Last24636,Company_24636,user24636@example.com,555-612-4486,Referral,Open - Not Contacted
First24637,Last24637,Company_24637,user24637@example.com,555-107-2622,Web,Working - Contacted
First24638,Last24638,Company_24638,user24638@example.com,555-981-1806,Web,Working - Contacted
First24639,Last24639,Company_24639,user24639@example.com,555-111-1216,Partner,Open - Not Contacted
First24640,Last24640,Company_24640,user24640@example.com,555-417-2753,Partner,Working - Contacted
First24641,Last24641,Company_24641,user24641@example.com,555-427-0384,Partner,Open - Not Contacted
First24642,Last24642,Company_24642,user24642@example.com,555-947-1277,Partner,Closed - Converted
First24643,Last24643,Company_24643,user24643@example.com,555-216-7085,Referral,Closed - Converted
First24644,Last24644,Company_24644,user24644@example.com,555-897-1382,Web,Working - Contacted
First24645,Last24645,Company_24645,user24645@example.com,555-704-7092,Partner,Working - Contacted
First24646,Last24646,Company_24646,user24646@example.com,555-446-8943,Referral,Closed - Converted
First24647,Last24647,Company_24647,user24647@example.com,555-353-6106,Referral,Open - Not Contacted
First24648,Last24648,Company_24648,user24648@example.com,555-667-6110,Referral,Open - Not Contacted
First24649,Last24649,Company_24649,user24649@example.com,555-521-5936,Referral,Closed - Converted
First24650,Last24650,Company_24650,user24650@example.com,555-953-2396,Referral,Open - Not Contacted
First24651,Last24651,Company_24651,user24651@example.com,555-724-7000,Referral,Closed - Converted
First24652,Last24652,Company_24652,user24652@example.com,555-135-9763,Web,Working - Contacted
First24653,Last24653,Company_24653,user24653@example.com,555-102-6154,Referral,Closed - Converted
First24654,Last24654,Company_24654,user24654@example.com,555-988-3235,Referral,Open - Not Contacted
First24655,Last24655,Company_24655,user24655@example.com,555-553-0705,Web,Working - Contacted
First24656,Last24656,Company_24656,user24656@example.com,555-028-7236,Web,Closed - Converted
First24657,Last24657,Company_24657,user24657@example.com,555-183-0788,Referral,Open - Not Contacted
First24658,Last24658,Company_24658,user24658@example.com,555-214-0264,Partner,Working - Contacted
First24659,Last24659,Company_24659,user24659@example.com,555-808-4317,Web,Working - Contacted
First24660,Last24660,Company_24660,user24660@example.com,555-045-2893,Partner,Closed - Converted
First24661,Last24661,Company_24661,user24661@example.com,555-505-7886,Web,Working - Contacted
First24662,Last24662,Company_24662,user24662@example.com,555-326-6366,Web,Working - Contacted
First24663,Last24663,Company_24663,user24663@example.com,555-377-4963,Web,Working - Contacted
First24664,Last24664,Company_24664,user24664@example.com,555-263-8977,Web,Closed - Converted
First24665,Last24665,Company_24665,user24665@example.com,555-644-5185,Partner,Closed - Converted
First24666,Last24666,Company_24666,user24666@example.com,555-632-4154,Referral,Working - Contacted
First24667,Last24667,Company_24667,user24667@example.com,555-997-9391,Web,Closed - Converted
First24668,Last24668,Company_24668,user24668@example.com,555-672-1593,Web,Working - Contacted
First24669,Last24669,Company_24669,user24669@example.com,555-787-0388,Partner,Closed - Converted
First24670,Last24670,Company_24670,user24670@example.com,555-903-0053,Web,Open - Not Contacted
First24671,Last24671,Company_24671,user24671@example.com,555-664-4607,Referral,Working - Contacted
First24672,Last24672,Company_24672,user24672@example.com,555-125-7888,Partner,Working - Contacted
First24673,Last24673,Company_24673,user24673@example.com,555-028-0412,Referral,Open - Not Contacted
First24674,Last24674,Company_24674,user24674@example.com,555-515-5331,Partner,Closed - Converted
First24675,Last24675,Company_24675,user24675@example.com,555-162-0643,Web,Closed - Converted
First24676,Last24676,Company_24676,user24676@example.com,555-627-3345,Partner,Closed - Converted
First24677,Last24677,Company_24677,user24677@example.com,555-152-3137,Web,Working - Contacted
First24678,Last24678,Company_24678,user24678@example.com,555-730-8966,Partner,Open - Not Contacted
First24679,Last24679,Company_24679,user24679@example.com,555-299-3065,Web,Closed - Converted
First24680,Last24680,Company_24680,user24680@example.com,555-031-8665,Referral,Closed - Converted
First24681,Last24681,Company_24681,user24681@example.com,555-674-0077,Partner,Open - Not Contacted
First24682,Last24682,Company_24682,user24682@example.com,555-147-8269,Web,Open - Not Contacted
First24683,Last24683,Company_24683,user24683@example.com,555-716-2964,Referral,Closed - Converted
First24684,Last24684,Company_24684,user24684@example.com,555-154-2761,Web,Closed - Converted
First24685,Last24685,Company_24685,user24685@example.com,555-793-1760,Web,Working - Contacted
First24686,Last24686,Company_24686,user24686@example.com,555-860-0914,Partner,Open - Not Contacted
First24687,Last24687,Company_24687,user24687@example.com,555-409-5144,Web,Open - Not Contacted
First24688,Last24688,Company_24688,user24688@example.com,555-861-7296,Web,Closed - Converted
First24689,Last24689,Company_24689,user24689@example.com,555-904-0662,Web,Closed - Converted
First24690,Last24690,Company_24690,user24690@example.com,555-628-1745,Web,Working - Contacted
First24691,Last24691,Company_24691,user24691@example.com,555-771-4782,Referral,Working - Contacted
First24692,Last24692,Company_24692,user24692@example.com,555-947-4135,Partner,Closed - Converted
First24693,Last24693,Company_24693,user24693@example.com,555-463-4159,Referral,Open - Not Contacted
First24694,Last24694,Company_24694,user24694@example.com,555-712-6211,Web,Closed - Converted
First24695,Last24695,Company_24695,user24695@example.com,555-802-2912,Referral,Closed - Converted
First24696,Last24696,Company_24696,user24696@example.com,555-699-7403,Web,Working - Contacted
First24697,Last24697,Company_24697,user24697@example.com,555-956-2236,Partner,Closed - Converted
First24698,Last24698,Company_24698,user24698@example.com,555-779-8594,Partner,Working - Contacted
First24699,Last24699,Company_24699,user24699@example.com,555-333-8685,Web,Closed - Converted
First24700,Last24700,Company_24700,user24700@example.com,555-174-8301,Web,Closed - Converted
First24701,Last24701,Company_24701,user24701@example.com,555-647-1680,Web,Working - Contacted
First24702,Last24702,Company_24702,user24702@example.com,555-196-4842,Partner,Working - Contacted
First24703,Last24703,Company_24703,user24703@example.com,555-369-7536,Web,Closed - Converted
First24704,Last24704,Company_24704,user24704@example.com,555-549-4964,Partner,Working - Contacted
First24705,Last24705,Company_24705,user24705@example.com,555-273-2508,Partner,Working - Contacted
First24706,Last24706,Company_24706,user24706@example.com,555-826-0397,Web,Working - Contacted
First24707,Last24707,Company_24707,user24707@example.com,555-592-2277,Referral,Open - Not Contacted
First24708,Last24708,Company_24708,user24708@example.com,555-186-2104,Partner,Closed - Converted
First24709,Last24709,Company_24709,user24709@example.com,555-179-1942,Partner,Working - Contacted
First24710,Last24710,Company_24710,user24710@example.com,555-767-3421,Referral,Working - Contacted
First24711,Last24711,Company_24711,user24711@example.com,555-299-3712,Web,Working - Contacted
First24712,Last24712,Company_24712,user24712@example.com,555-904-1056,Web,Working - Contacted
First24713,Last24713,Company_24713,user24713@example.com,555-382-4811,Web,Working - Contacted
First24714,Last24714,Company_24714,user24714@example.com,555-637-3425,Partner,Closed - Converted
First24715,Last24715,Company_24715,user24715@example.com,555-697-0759,Web,Closed - Converted
First24716,Last24716,Company_24716,user24716@example.com,555-889-3050,Referral,Working - Contacted
First24717,Last24717,Company_24717,user24717@example.com,555-545-8907,Web,Closed - Converted
First24718,Last24718,Company_24718,user24718@example.com,555-099-7131,Referral,Closed - Converted
First24719,Last24719,Company_24719,user24719@example.com,555-074-1932,Partner,Open - Not Contacted
